,author,title,source,date,target
196,By Amy Sherman ,The Republican tax and spending bill will let President Donald Trump “delay or cancel elections — legally.”,Social Media," May 28, 2025",false
197,By Louis Jacobson ,“U.S. retail gasoline prices heading into Memorial Day weekend: 20 year low.”,U.S. Energy Department," May 28, 2025",half-true
198,By Loreben Tuquero ,"Rep. LaMonica McIver, D-N.J., started singing during a May 20 CNN interview.",X posts," May 23, 2025",false
199,By Maria Briceño ,"The slaying of two Israeli embassy employees in Washington, D.C., is a false flag.",X posts," May 23, 2025",pants-fire
200,By Louis Jacobson ,"In the House bill, “we’re not changing Medicaid,” only cutting “waste, fraud and abuse.”",Donald Trump," May 22, 2025",false
201,By Loreben Tuquero ,The Sean “Diddy” Combs trial testimony revealed that former President Barack Obama was “caught in secret meetings with Diddy’s drug runner.”,X posts," May 22, 2025",false
202,By Grace Abels ,"Video shows the Qatari emir saying, “I truly regret inviting Trump, the robber, to the Middle East.”",Social Media," May 21, 2025",pants-fire
203,By Amy Sherman ,Que California ofrezca acceso asequible a cuidado de salud para los inmigrantes ilegalmente en EE.UU.,Gavin Newsom," May 21, 2025",half-flip
204,By Maria Briceño ,La presidenta de México Claudia Sheinbaum dijo que el choque del buque Cuauhtémoc contra el puente de Brooklyn en Nueva York no fue un accidente y puede ser un acto hostil.,TikTok posts," May 21, 2025",false
205,By Louis Jacobson ,President Donald Trump’s tax and spending bill “does not add to the deficit.”,Karoline Leavitt," May 21, 2025",false
206,By Loreben Tuquero ,"While serving in Congress, Transportation Secretary Sean Duffy “voted against upgrading air traffic control systems.”",Robert Reich," May 21, 2025",barely-true
207,By Grace Abels ,Former President Joe Biden’s cancer is a form of “turbo cancer” caused by mRNA vaccines.,X posts," May 20, 2025",false
208,By Louis Jacobson ,"“Gasoline prices have collapsed under President Trump.""",Scott Bessent," May 20, 2025",barely-true
209,By Madison Czopek ,"It’s “all true” that the measles vaccine wanes quickly, was never fully safety tested and contains fetal debris.",Robert F. Kennedy Jr.," May 16, 2025",false
210,By Louis Jacobson ,"“Republicans just unveiled their ‘big, beautiful bill,’ which will take Medicaid & health insurance away from 13.7 million Americans.”",Bernie Sanders," May 16, 2025",half-true
211,By Amy Sherman ,On California offering affordable health care access for immigrants in the U.S. illegally.,Gavin Newsom," May 16, 2025",half-flip
212,By Louis Jacobson ,"Declining cargo traffic at U.S. ports “means we lose less money. … When you say it's slowed down, that's a good thing.”",Donald Trump," May 16, 2025",false
213,By Maria Briceño ,"Un vídeo muestra al presidente francés, Emmanuel Macron, al primer ministro del Reino Unido, Keir Starmer, y al canciller alemán, Friedrich Merz, con una bolsa de cocaína tras visitar al presidente ucraniano, Volodymyr Zelenskyy.",Alex Jones," May 16, 2025",pants-fire
214,By Paul Specht ,“Google caved in to Trump. They erased Black History Month from the calendar.”,Marcia Morey," May 15, 2025",barely-true
215,By Maria Ramirez Uribe ,"The Immigration and Nationality Act “stripped Article III courts, that's the judicial branch, of jurisdiction over immigration cases.”",Stephen Miller," May 15, 2025",false
216,By Louis Jacobson ,"Under a new executive order, prescription drug prices will be reduced “almost immediately.”",Donald Trump," May 14, 2025",barely-true
217,By Amy Sherman ,"The Digital Equity Act is a handout ""based on race,” and “illegal.”",Donald Trump," May 13, 2025",false
218,By Maria Briceño ,"A video shows French President Emmanuel Macron, United Kingdom Prime Minister Keir Starmer and German Chancellor Freidrich Merz with a bag of cocaine after visiting Ukrainian President Volodymyr Zelenskyy.",Alex Jones," May 13, 2025",pants-fire
219,By Maria Ramirez Uribe ,"“In 1996, Congress specifically authorized the executive branch to conduct non-judicial deportations NOT SUBJECT TO DUE PROCESS.”",Social Media," May 12, 2025",false
220,By Louis Jacobson ,“About 20% of households with veterans rely upon” the Supplemental Nutrition Assistance Program.,Hakeem Jeffries," May 12, 2025",barely-true
221,By Maria Ramirez Uribe ,"En los primeros 100 días del presidente Donald Trump, las incautaciones de fentanilo salvaron entre ""119 millones"" y ""258 millones"" de vidas.",Pam Bondi," May 9, 2025",pants-fire
222,By Loreben Tuquero ,“China makes 80% of all toys” and “90% of all Christmas goods” sold in the U.S.,Charles Blow," May 9, 2025",true
223,By Madison Czopek ,"Headline said, “Pope Leo XIV was a founding member of the 2020 anarchist Portland Autonomous Zone known as CHAZ.”",X posts," May 9, 2025",false
224,By Grace Abels ,"Robert Prevost, the Roman Catholic cardinal who was chosen to be the new pope, is a “registered Republican.”",X posts," May 9, 2025",barely-true
225,By Madison Czopek ,“We have now close to $10 trillion” in investments. “We’re talking about essentially two months.”,Donald Trump," May 8, 2025",false
226,By Maria Ramirez Uribe ,"“If people come into our country illegally, there’s a different standard” for due process.",Donald Trump," May 8, 2025",false
227,By Amy Sherman ,Canadian tourism to Florida has declined by 80%.,Jared Moskowitz," May 7, 2025",barely-true
228,By Louis Jacobson ,"""Republicans just voted in the House Judiciary Committee to allow Trump to DEPORT U.S. citizens to a foreign country.""",Eric Swalwell," May 6, 2025",barely-true
229,By Madison Czopek ,"Video shows Canadian Prime Minister Mark Carney saying effective June 1, “all vehicles manufactured before 2000 will be gradually phased off Canadian roads due to safety and emissions standards.”",TikTok posts," May 6, 2025",false
230,By Amy Sherman ,"The federal government’s Women, Peace and Security program is a “Biden initiative.”",Pete Hegseth," May 6, 2025",false
231,By Grace Abels ,California Democrats “block bill to make sex trafficking minors a felony.”,X posts," May 5, 2025",barely-true
232,By Madison Czopek ,DARPA is spraying the skies with chemicals that are in jet fuel.,Robert F. Kennedy Jr.," May 5, 2025",pants-fire
233,By Louis Jacobson ,"“It's estimated” that President Donald Trump’s tariffs will mean “American families would have to pay about $4,000 more a year.”",Charles Schumer," May 5, 2025",mostly-true
234,By Madison Czopek ,A video clip shows Michelle Obama describing herself as “a Black man.”,X posts," May 2, 2025",pants-fire
235,By Maria Ramirez Uribe ,"In President Donald Trump’s first 100 days, fentanyl seizures saved “119 million” to “258 million” lives.",Pam Bondi," May 1, 2025",pants-fire
236,By Louis Jacobson ,Kilmar Armando Abrego Garcia “had ‘MS-13’ on his knuckles tattooed. … He had ‘MS’ as clear as you can be. Not 'interpreted.’”,Donald Trump," April 30, 2025",pants-fire
237,By Paul Specht ,Trump “just denied North Carolina’s request for FEMA relief from Hurricane Helene.”,Brian Tyler Cohen," April 24, 2025",half-true
238,By Louis Jacobson ,“We had a couple of states where gasoline was at $1.98 a gallon.”,Donald Trump," April 24, 2025",false
239,By Loreben Tuquero ,“Gun violence is the leading killer of college-aged people in the U.S.”,Moms Demand Action for Gun Sense In America ," April 22, 2025",true
240,By Jill Terreri Ramos ,"“If we don’t pass the tax bill by the end of the year, we will have the largest tax increase in American history.”",Michael Lawler," April 22, 2025",mostly-true
241,By Claire Cranford ,“The Simpsons” predicted Pope Francis’ 2025 death.,TikTok posts," April 22, 2025",pants-fire
242,By Madison Czopek ,"Arizona Democrats “needed a lawsuit to force them to remove 50,000 noncitizens from voter rolls.”",X posts," April 18, 2025",false
243,By Loreben Tuquero ,Former U.S. Rep. Liz Cheney wrote a viral letter to Democrats suggesting steps to take against the Trump administration.,Facebook posts," April 18, 2025",false
244,By Grace Abels ,"Under the SAVE Act, “as long as you have a Real ID … it should be easy for you to register to vote.”",Byron Donalds," April 18, 2025",barely-true
245,By Claire Cranford ,"“Less than half of Americans have $1,000 in savings.”",Tim Walz," April 16, 2025",barely-true
246,By Madison Czopek ,"Cody Balmer, the person charged with setting fire to Pennsylvania governor’s residence, posted a photo that said “F--- Trump.”",X posts," April 14, 2025",false
247,By Maria Briceño ,"U.S. Rep. Jasmine Crockett says “she ‘simply forgot' to inform Social Security that her grandmother died in 2012 … She’s been collecting $2,600 a month for 13 years.”",TikTok posts," April 14, 2025",pants-fire
248,By Grace Abels ,"Photos and videos show Washington, D.C., protests against White House adviser Elon Musk are “staged & paid — bussed in, scripted, clocked out.”",X posts," April 11, 2025",false
249,By Louis Jacobson ,"In 2024, “China made $1 trillion off trade with the United States.”",Donald Trump," April 11, 2025",false
250,By Maria Briceño ,"“China cancela la venta de TikTok” y “a partir de finales de abril los usuarios estadounidenses tendrán que pagar una tarifa mensual obligatoria para seguir usando TikTok"".",TikTok posts," April 11, 2025",false
251,By Maria Ramirez Uribe ,"The 2020 election was “rigged” and Chris Krebs, former Cybersecurity and Infrastructure Security Agency director, “baselessly” dismissed “election malfeasance.”",Donald Trump," April 10, 2025",pants-fire
252,By Amy Sherman ,The U.S. is “taking in almost $2 billion a day in tariffs.”,Donald Trump," April 10, 2025",false
253,By Maria Ramirez Uribe ,“We had an agriculture export deficit that increased from zero when President Trump left to $49 billion” under former President Joe Biden.,Brooke Rollins," April 9, 2025",barely-true
254,By Amy Sherman ,On enacting country-by-country tariffs April 9.,Donald Trump," April 9, 2025",full-flop
255,By Claire Cranford ,Men “have the lowest college attainment rate ever.”,Ruben Gallego," April 9, 2025",mostly-true
256,By Madison Czopek ,"Says Kevin Hassett, National Economic Council director, said on April 7, “Trump is considering a 90-day pause in tariffs for all countries except China.”",X posts," April 8, 2025",false
257,By Ciara O'Rourke ,Video shows South African news outlet reporting Ukraine President Volodymyr Zelenskyy “purchased a controlling stake” in a mine.,Viral image," April 4, 2025",false
258,By Ciara O'Rourke ,"Says Cleveland Clinic said, “Millions of COVID-vaxxed will die within ‘5 years.’”",Facebook posts," April 4, 2025",false
259,By Ciara O'Rourke ,“White hats to investigate Wisconsin Supreme Court election.”,Viral image," April 4, 2025",false
