,Unnamed: 0,author,title,source,date,target
230,230,By Amy Sherman ,the federal government woman peace and security program biden initiative,Pete Hegseth," May 6, 2025",false
231,231,By Grace Abels ,california democrat block bill make sex trafficking minor felony,X posts," May 5, 2025",barely-true
232,232,By Madison Czopek ,darpa spraying the sky with chemical that are jet fuel,Robert F. Kennedy Jr.," May 5, 2025",pants-fire
233,233,By Louis Jacobson ,estimated that president donald trump tariff will mean american family would have pay about more year,Charles Schumer," May 5, 2025",mostly-true
234,234,By Madison Czopek ,video clip show michelle obama describing herself black man,X posts," May 2, 2025",pants-fire
235,235,By Maria Ramirez Uribe ,president donald trump first day fentanyl seizure saved million million life,Pam Bondi," May 1, 2025",pants-fire
236,236,By Louis Jacobson ,kilmar armando abrego garcia had his knuckle tattooed had clear you can not interpreted,Donald Trump," April 30, 2025",pants-fire
237,237,By Paul Specht ,trump just denied north carolina request for fema relief from hurricane helene,Brian Tyler Cohen," April 24, 2025",half-true
238,238,By Louis Jacobson ,had couple state where gasoline wa gallon,Donald Trump," April 24, 2025",false
239,239,By Loreben Tuquero ,gun violence the leading killer college aged people the,Moms Demand Action for Gun Sense In America ," April 22, 2025",true
240,240,By Jill Terreri Ramos ,don pas the tax bill the end the year will have the largest tax increase american history,Michael Lawler," April 22, 2025",mostly-true
241,241,By Claire Cranford ,the simpson predicted pope francis death,TikTok posts," April 22, 2025",pants-fire
242,242,By Madison Czopek ,arizona democrat needed lawsuit force them remove noncitizen from voter roll,X posts," April 18, 2025",false
243,243,By Loreben Tuquero ,former rep liz cheney wrote viral letter democrat suggesting step take against the trump administration,Facebook posts," April 18, 2025",false
244,244,By Grace Abels ,under the save act long you have real should easy for you register vote,Byron Donalds," April 18, 2025",barely-true
245,245,By Claire Cranford ,less than half american have saving,Tim Walz," April 16, 2025",barely-true
246,246,By Madison Czopek ,cody balmer the person charged with setting fire pennsylvania governor residence posted photo that said trump,X posts," April 14, 2025",false
247,247,By Maria Briceño ,rep jasmine crockett say she simply forgot inform social security that her grandmother died she been collecting month for year,TikTok posts," April 14, 2025",pants-fire
248,248,By Grace Abels ,photo and video show washington protest against white house adviser elon musk are staged paid bussed scripted clocked out,X posts," April 11, 2025",false
249,249,By Louis Jacobson ,china made trillion off trade with the united state,Donald Trump," April 11, 2025",false
250,250,By Maria Briceño ,china cancela venta tiktok partir finale abril los usuarios estadounidenses tendr que pagar una tarifa mensual obligatoria para seguir usando tiktok,TikTok posts," April 11, 2025",false
251,251,By Maria Ramirez Uribe ,the election wa rigged and chris krebs former cybersecurity and infrastructure security agency director baselessly dismissed election malfeasance,Donald Trump," April 10, 2025",pants-fire
252,252,By Amy Sherman ,the taking almost billion day tariff,Donald Trump," April 10, 2025",false
253,253,By Maria Ramirez Uribe ,had agriculture export deficit that increased from zero when president trump left billion under former president joe biden,Brooke Rollins," April 9, 2025",barely-true
254,254,By Amy Sherman ,enacting country country tariff april,Donald Trump," April 9, 2025",full-flop
255,255,By Claire Cranford ,men have the lowest college attainment rate ever,Ruben Gallego," April 9, 2025",mostly-true
256,256,By Madison Czopek ,say kevin hassett national economic council director said april trump considering day pause tariff for all country except china,X posts," April 8, 2025",false
257,257,By Ciara O'Rourke ,video show south african news outlet reporting ukraine president volodymyr zelenskyy purchased controlling stake mine,Viral image," April 4, 2025",false
258,258,By Ciara O'Rourke ,say cleveland clinic said million covid vaxxed will die within year,Facebook posts," April 4, 2025",false
259,259,By Ciara O'Rourke ,white hat investigate wisconsin supreme court election,Viral image," April 4, 2025",false
260,260,By Ciara O'Rourke ,photo show pope francis shaking the hand the priest the church satan,Facebook posts," April 4, 2025",false
261,261,By Ciara O'Rourke ,say elon musk wrote the doge team ha discovered ten million dollar spent golf single government official,Viral image," April 4, 2025",false
262,262,By Ciara O'Rourke ,caitlin clark stuns the globe reject elon musk million offer,Facebook posts," April 4, 2025",false
263,263,By Loreben Tuquero ,video gray sky northern michigan proof weather modification,Facebook posts," April 4, 2025",false
264,264,By Maria Briceño ,trump ordena ataques militares los neles del vaticano laboratorios adrenocromo dirigidos por cia cerrados por la fuerzas especiales,Facebook posts," April 4, 2025",pants-fire
265,265,By Ciara O'Rourke ,say rep alexandria ocasio cortez family must have just overlooked cashing her dead grandmother social security check for decade and half,Viral image," April 4, 2025",pants-fire
266,266,By Madison Czopek ,conservative activist laura loomer reporting prof alex wong the individual who added journalist jeffrey goldberg the trump administration signal group text about bombing yemen,Facebook posts," April 4, 2025",false
267,267,By Ciara O'Rourke ,video show how denmark reacted when trump said wanted buy greenland,Viral image," April 4, 2025",false
268,268,By Ciara O'Rourke ,daughter boxing legend muhammed ali laila ali ha lost her life while giving birth canadian hospital,Facebook posts," April 4, 2025",false
269,269,By Ciara O'Rourke ,say president donald trump wrote truth social ending dual citizenship under the espionage act and all these traitor will denaturalized and deported,Viral image," April 4, 2025",false
270,270,By Ciara O'Rourke ,photo show missing police officer extreme danger,Facebook posts," April 4, 2025",pants-fire
271,271,By Louis Jacobson ,egg price came down,Donald Trump," April 4, 2025",half-true
272,272,By Louis Jacobson ,the consumer confidence this country ha gone way down,Cory Booker," April 3, 2025",true
273,273,By Ciara O'Rourke ,image show damage from earthquake thailand,Facebook posts," April 3, 2025",false
274,274,By Maria Briceño ,presidente donald trump aprob una nueva ley que exige implantaci obligatoria chip todos los extranjeros,TikTok posts," April 3, 2025",pants-fire
275,275,By Amy Sherman ,seven county wisconsin ran out ballot and wa intentional diminish republican voter turnout,X posts," April 2, 2025",barely-true
276,276,By Ciara O'Rourke ,elon musk called for boycott the view labeling meeting place for ignorant woman,Facebook posts," April 2, 2025",false
277,277,By Ciara O'Rourke ,man get plastic surgery and name change date his girlfriend after she obtains restraining order,Viral image," April 2, 2025",pants-fire
278,278,By Louis Jacobson ,kilmar armando abrego garcia wa convicted gang member,JD Vance," April 2, 2025",false
279,279,By Grace Abels ,president donald trump just suggested replacing pride month with veteran month honor those who served,Facebook posts," April 2, 2025",false
280,280,By Ciara O'Rourke ,say rep majorie taylor green wrote that she product incest,Viral image," April 2, 2025",pants-fire
281,281,By Grace Abels ,screenshots show speaker mike johnson messaging grindr,TikTok posts," April 1, 2025",false
282,282,By Madison Czopek ,video show france and denmark are sending troop greenland prepare for attack from donald trump,Facebook posts," April 1, 2025",false
283,283,By Grace Abels ,pb they now have drag queen storytime instead good old sesame street,Marjorie Taylor Greene," April 1, 2025",false
284,284,By Loreben Tuquero ,elon musk funded neuralink implant procedure for year old girl who wa diagnosed with rare neurological disorder,Facebook posts," April 1, 2025",false
285,285,By Maria Briceño ,you update your iphone io you are going have starlink automatically installed your phone,TikTok posts," March 31, 2025",false
286,286,By Madison Czopek ,hillary clinton wa sending classified document that were stamped tssci,Markwayne Mullin," March 28, 2025",false
287,287,By Loreben Tuquero ,image show person dressed pikachu resist police violence turkey,Social Media," March 28, 2025",false
288,288,By Paul Specht ,north carolina always had nonpartisan judicial race and when the republican took over several year ago they changed,Sydney Batch," March 28, 2025",barely-true
289,289,By Jeff Cercone ,video show tornado hitting seattle march and,TikTok posts," March 28, 2025",pants-fire
290,290,By Louis Jacobson ,have automobile plant being built level never seen and they going fast,Donald Trump," March 28, 2025",barely-true
291,291,By Loreben Tuquero ,phoenix increased wildfire risk linked bill gate smart city plan,Facebook posts," March 28, 2025",false
292,292,By Maria Briceño ,canada make bold decision shut down tesla and the auto industry,Facebook posts," March 28, 2025",false
